0.7277,0.812573,0.640305
0.2489,0.463373,0.889098
0.4184,0.721767,0.899752
0.3546,0.530641,0.268997
0.3514,0.419802,0.507045
0.2585,0.327398,0.935668
0.0871,0.387394,0.223998
0.6365,0.808715,0.358970
0.7687,0.624215,0.409178
0.1673,0.494375,0.005003
0.0653,0.855248,0.668733
0.7833,0.874805,0.581760
0.9785,0.548246,0.692358
0.2574,0.542549,0.091390
0.4806,0.533098,0.382266
0.0765,0.175812,0.592074
0.4310,0.002600,0.267098
0.5649,0.643311,0.351660
0.3219,0.308780,0.631095
0.5988,0.636994,0.571500
0.7589,0.179444,0.954664
0.6392,0.295742,0.894617
0.6829,0.924132,0.639906
0.5777,0.044250,0.959393
0.7077,0.311822,0.894304
0.7121,0.484923,0.600388
0.9910,0.875625,0.147361
0.8060,0.727517,0.904644
0.5597,0.558975,0.117848
0.9663,0.396453,0.871659
0.0465,0.630618,0.824113
0.1556,0.041084,0.627655
0.6428,0.658477,0.585519
0.7459,0.947049,0.106532
0.4843,0.544396,0.848238
0.8191,0.669337,0.621785
0.7098,0.643651,0.838243
0.3705,0.135238,0.435773
0.2894,0.059511,0.498084
0.1508,0.223485,0.218978
0.2389,0.490570,0.395017
0.3728,0.934115,0.521000
0.7547,0.597496,0.352124
0.2763,0.103191,0.514058
0.0575,0.153787,0.704169
0.8016,0.515211,0.771379
0.5139,0.287017,0.895262
0.9718,0.949211,0.683976
0.5707,0.880208,0.327634
0.3427,0.544391,0.383054
0.2365,0.743674,0.019172
0.9677,0.716067,0.221977
0.3716,0.318439,0.988439
0.5086,0.746483,0.095227
0.4244,0.291166,0.889710
0.2945,0.790441,0.804279
0.4417,0.394808,0.530583
0.3694,0.487813,0.494445
0.6775,0.880616,0.180229
0.3375,0.567850,0.045620
0.2843,0.535196,0.336712
0.2591,0.985013,0.815161
0.0977,0.906640,0.182788
0.5983,0.462995,0.879434
0.0310,0.046802,0.140869
0.3243,0.172138,0.818132
0.0008,0.009646,0.154315
0.6575,0.983593,0.180916
0.1830,0.463877,0.527064
0.2179,0.258503,0.047884
0.2205,0.147239,0.264060
0.2385,0.635679,0.118150
0.2978,0.596800,0.544856
0.9097,0.995889,0.431390
0.7286,0.382303,0.675445
0.4229,0.523464,0.505523
0.3347,0.378641,0.032606
0.4007,0.542491,0.809979
0.9370,0.730338,0.787514
0.1616,0.191262,0.946546
0.5369,0.644247,0.701657
0.1082,0.945458,0.803122
0.2225,0.370632,0.581573
0.0299,0.101725,0.183557
0.8464,0.237007,0.176955
0.6245,0.597789,0.123512
0.1037,0.009147,0.017222
0.8302,0.625465,0.120425
0.8639,0.523816,0.685983
0.1235,0.893316,0.739847
0.4230,0.671115,0.124808
0.1760,0.631107,0.923078
0.0791,0.506309,0.889553
0.7962,0.028285,0.673667
0.3621,0.703504,0.669740
0.4051,0.020340,0.432886
0.5756,0.237839,0.548130
0.7784,0.147270,0.475513
0.0680,0.828908,0.509376
0.7235,0.788062,0.821078
0.7772,0.441730,0.630238
0.5168,0.923609,0.031740
0.4067,0.067883,0.453540
0.1778,0.791298,0.230621
0.4345,0.648528,0.550310
0.3638,0.158162,0.924200
0.9290,0.241484,0.252391
0.7062,0.873769,0.671442
0.0103,0.599194,0.802801
0.6727,0.795549,0.692225
0.9804,0.389912,0.774908
0.6916,0.401499,0.238746
0.5465,0.230600,0.045145
0.9069,0.604606,0.011736
0.6284,0.558901,0.209115
0.2085,0.606920,0.569905
0.6926,0.693702,0.138699
0.6538,0.091294,0.655211
0.9032,0.102563,0.625310
0.7589,0.485230,0.545485
0.7483,0.073699,0.985889
0.8955,0.850146,0.581537
0.9812,0.194688,0.484622
0.9673,0.746277,0.049837
0.9635,0.717339,0.459196
0.6586,0.869412,0.917218
0.2260,0.887915,0.620427
0.3035,0.208213,0.458212
0.0916,0.601275,0.509550
0.9147,0.063744,0.739189
0.3080,0.328191,0.371451
0.9838,0.772977,0.849996
0.0075,0.786954,0.097260
0.0233,0.645563,0.291891
0.8559,0.109554,0.864141
0.0413,0.075036,0.609295
0.4610,0.762106,0.272680
0.2875,0.326805,0.696660
0.8030,0.709929,0.380400
0.3753,0.745660,0.057671
0.0655,0.673075,0.307012
0.7334,0.726022,0.177765
0.1986,0.348987,0.392313
0.0386,0.683556,0.319107
0.5479,0.730043,0.239828
0.1848,0.639525,0.513361
0.4243,0.482807,0.024258
0.5075,0.550295,0.333333
0.9794,0.147452,0.951536
0.9734,0.939526,0.778757
0.2472,0.418465,0.547980
0.9270,0.825356,0.676331
0.3395,0.992504,0.973542
0.5237,0.917641,0.297958
0.1642,0.919854,0.611207
0.5535,0.401727,0.540879
0.2347,0.062162,0.365571
0.2993,0.373198,0.601733
0.5281,0.934437,0.044733
0.7055,0.014291,0.445144
0.4008,0.623162,0.786590
0.6608,0.838174,0.795227
0.5467,0.633994,0.254616
0.9165,0.308327,0.322489
0.0962,0.579750,0.045612
0.3060,0.774052,0.154746
0.6685,0.318765,0.888002
0.1268,0.565812,0.788521
0.6764,0.363285,0.267281
0.8543,0.762909,0.982547
0.6034,0.414599,0.207994
0.5255,0.001592,0.437716
0.4246,0.869837,0.091544
0.6108,0.265154,0.179686
0.2067,0.916492,0.752543
0.0496,0.335469,0.904202
0.1306,0.322653,0.560504
0.5156,0.992813,0.914474
0.6683,0.514257,0.594859
0.4077,0.009277,0.949356
0.7277,0.643726,0.404631
0.4041,0.605501,0.840783
0.9388,0.859504,0.221049
0.3557,0.402289,0.775679
0.1698,0.123016,0.406773
0.0920,0.265918,0.969993
0.2550,0.508970,0.277905
0.3862,0.893158,0.094751
0.9725,0.606458,0.085822
0.0912,0.227716,0.247003
0.5787,0.973016,0.086393
0.7112,0.772838,0.624545
0.9755,0.766065,0.383970
0.7390,0.023407,0.630348
0.3930,0.085411,0.188826
0.6743,0.106116,0.656877
0.1558,0.616016,0.423955
0.2687,0.887808,0.923057
0.8682,0.884954,0.465295
0.3255,0.020592,0.972719
0.5760,0.243924,0.843759
0.9628,0.099785,0.276862
0.3671,0.426504,0.623466
0.2835,0.878016,0.233653
0.8095,0.821407,0.293721
0.2408,0.243236,0.951858
0.1731,0.695362,0.533188
0.9621,0.902914,0.040240
0.2120,0.989669,0.121040
