-0.702123,-0.565995
0.353340,-0.963186
0.345413,-0.931677
-0.847225,0.939703
-0.973407,0.327995
0.293402,-0.518768
-0.909631,0.906794
-0.754032,0.050643
-0.965809,0.416555
-0.710963,-0.471118
-0.988857,0.139574
0.886945,-0.988755
-0.509991,-0.125221
-0.882733,0.995282
0.211255,0.467878
0.104253,0.966206
-0.335058,0.876659
0.675713,0.803721
-0.165244,-0.874825
-0.342420,0.917356
-0.367550,0.995621
-0.259750,0.122214
-0.969141,0.378143
-0.136075,-0.990331
0.858812,-0.979380
-0.386391,0.989772
0.444196,-0.645181
0.299446,-0.582142
-0.365749,0.993250
-0.095388,-0.931560
0.185654,0.723318
-0.909720,0.906317
0.338682,-0.897651
0.442609,-0.660279
-0.154703,-0.931143
0.313964,-0.719996
-0.836429,0.884817
0.210559,0.475587
0.650374,0.949596
-0.600247,-0.952010
0.462190,-0.457459
-0.442343,0.662794
0.591169,0.910983
0.087280,0.889748
-0.889044,0.984468
-0.603122,-0.962444
-0.662989,-0.888201
0.277549,-0.339317
-0.303736,0.625102
-0.315680,0.734790
-0.548547,-0.572917
0.974717,-0.312393
0.875537,-0.999977
-0.220735,-0.359526
-0.805944,0.646523
0.316746,-0.743814
0.875372,-0.999989
0.300123,-0.589031
-0.754012,0.050399
0.160250,0.903488
0.690759,0.677565
0.190378,0.681074
0.503712,0.046628
0.001480,0.018594
0.877738,-0.999408
0.277172,-0.334856
0.467870,-0.392872
-0.186528,-0.715692
0.540976,0.492464
0.798803,-0.575554
-0.749011,-0.012423
0.290554,-0.487840
-0.576649,-0.821022
-0.849859,0.950507
-0.217439,-0.397849
0.362434,-0.987557
0.494308,-0.071472
0.803984,-0.627536
-0.432730,0.748199
0.728625,0.265393
0.232880,0.213486
0.238713,0.141358
0.454137,-0.544952
0.699698,0.590847
0.611595,0.985845
0.796434,-0.550955
0.965264,-0.422780
-0.169006,-0.850954
0.446207,-0.625664
-0.784002,0.414399
0.063393,0.714993
0.482792,-0.214562
0.401745,-0.944052
0.926433,-0.798299
0.019883,0.247267
0.549202,0.579641
0.691797,0.667909
-0.164728,-0.877949
-0.700639,-0.581273
0.771556,-0.267583
-0.702501,-0.562068
-0.690821,-0.676986
0.299784,-0.585583
-0.303100,0.618845
0.694215,0.644991
0.303591,-0.623681
-0.738654,-0.142093
-0.867251,0.995263
0.044028,0.525469
-0.595829,-0.933560
0.900241,-0.950115
0.227501,0.278984
-0.953979,0.546610
0.806368,-0.650578
-0.488722,0.141244
-0.045123,-0.537136
0.555847,0.645592
0.779819,-0.366011
0.275301,-0.312608
-0.926607,0.796985
-0.322454,0.789801
0.209406,0.488284
0.398947,-0.955062
-0.717851,-0.393098
-0.963415,0.443715
-0.036728,-0.445326
0.604043,0.965523
0.205343,0.532183
0.984749,-0.190485
0.417597,-0.860122
0.811944,-0.702152
-0.501213,-0.015238
-0.098821,-0.946374
0.600415,0.952657
0.394330,-0.970644
-0.023095,-0.286159
0.356455,-0.972969
-0.642079,-0.977057
0.248866,0.014248
0.853276,-0.962969
0.875707,-0.999960
-0.728483,-0.267112
-0.877760,0.999398
0.594256,0.926292
0.125075,1.000000
0.438328,-0.699710
0.946028,-0.627415
0.489093,-0.136631
-0.920182,0.843097
-0.875076,1.000000
-0.277058,0.333507
-0.360054,0.982413
-0.656123,-0.924487
-0.687094,-0.710706
0.992959,-0.088363
-0.428100,0.785511
0.827661,-0.828216
0.704061,0.545751
-0.596970,-0.938604
0.370704,-0.998543
-0.621970,-0.999275
0.697293,0.614965
0.938747,-0.695937
0.069772,0.768683
0.564145,0.721570
0.615450,0.992807
0.664788,0.877588
0.676111,0.800731
-0.019832,-0.246641
-0.534914,-0.424804
-0.288144,0.461181
0.792899,-0.513349
-0.047340,-0.560418
0.779453,-0.361721
0.704584,0.540230
