-0.119658,-0.053446,0.523647,-0.243421,-0.966163,-0.656226,-0.739157,0.574434,-0.770599
0.659440,-0.336142,0.981306,0.871304,0.978424,0.187168,0.280340,0.643070,-0.186262
-0.052491,0.043814,-0.528469,-0.118632,0.274003,-0.756849,0.015876,-0.118190,-0.113613
0.731331,0.460106,0.002471,-0.322664,0.022774,0.705068,0.453615,-0.591135,-0.464414
0.639108,-0.913153,-0.235481,-0.310276,-0.471370,0.553664,-0.793038,-0.977439,-0.100168
0.979003,0.640183,-0.882167,0.613837,-0.792774,-0.842138,-0.075066,0.834130,-0.308914
-0.679394,-0.340510,0.606242,0.328543,0.944792,0.091241,0.067064,0.393884,-0.894625
-0.839310,-0.356983,0.507922,-0.708641,-0.601174,-0.906563,0.620405,0.702784,-0.854659
-0.836134,0.969616,0.830908,0.941962,0.538807,0.143678,0.597660,0.144382,-0.850193
0.497738,0.648288,-0.055121,-0.543427,-0.149446,-0.251554,-0.764802,-0.552009,-0.842073
0.352120,-0.478557,0.388746,-0.869817,0.509975,-0.941388,0.616309,0.955336,0.399729
0.003538,-0.793952,-0.092071,-0.019416,-0.851550,0.528785,0.329496,-0.783177,-0.783590
-0.438699,-0.934506,-0.713204,0.736730,0.300728,-0.851300,-0.849330,0.095359,-0.933329
-0.510780,0.571610,-0.773771,-0.864223,-0.897598,-0.433133,0.095823,0.005578,0.651780
0.122075,-0.012590,0.468035,0.006209,-0.629663,0.863368,-0.054678,-0.889768,-0.999680
-0.520310,-0.857384,-0.314548,-0.878407,0.665907,0.653140,-0.749505,0.783909,-0.400639
0.945826,0.908512,0.207596,-0.834159,0.173813,-0.796397,0.805734,-0.746208,0.878019
-0.240371,0.854878,0.294427,-0.019978,-0.629625,-0.818639,0.698117,-0.181002,-0.505718
0.983679,-0.461855,-0.000685,0.060782,0.873528,0.958656,0.147239,-0.837086,0.317862
-0.246659,0.013587,0.323348,-0.835005,0.373724,0.632826,0.185876,-0.659255,-0.464496
0.903759,-0.667525,0.492592,0.281866,-0.744388,0.995041,0.207186,0.102452,0.778333
0.667362,0.858983,-0.728050,0.247211,-0.875730,0.726222,-0.323686,0.421494,-0.077747
-0.621355,0.281328,-0.981102,-0.726753,0.156566,0.297511,0.031898,0.926897,-0.992103
-0.408888,-0.282200,-0.091393,0.328976,-0.535898,0.733209,-0.210111,0.301942,-0.880140
0.023598,0.845177,-0.452576,0.475703,-0.799683,-0.447837,0.781375,0.263118,0.694799
-0.406054,0.032457,-0.285417,0.039016,0.794697,0.695017,0.118150,-0.423796,0.720911
-0.265284,-0.219242,0.556402,-0.210930,0.094377,0.492482,-0.524128,-0.928819,-0.064570
-0.367193,-0.820166,-0.293464,0.608230,-0.477306,0.695619,0.558212,0.206701,0.983745
0.023557,-0.761510,-0.847657,-0.714749,-0.277608,-0.395808,0.514988,0.650634,0.667455
0.703261,0.517091,0.957029,-0.011814,-0.556509,-0.374606,-0.326588,0.051840,-0.485014
0.411246,0.471672,-0.623669,0.086304,-0.290206,0.864983,-0.998550,-0.884545,0.451016
-0.416088,-0.945705,0.310365,-0.189655,0.536525,0.201511,-0.055987,-0.409963,0.379825
0.457556,-0.794380,0.530781,0.962468,0.645548,-0.367814,-0.201693,-0.558598,0.817300
0.938648,0.553647,-0.694505,-0.717332,0.035944,0.778280,-0.137424,-0.969353,-0.458522
-0.930387,-0.381436,0.138130,-0.078405,0.704462,-0.008789,-0.055801,-0.867612,0.250657
-0.182547,-0.565656,0.855466,0.505035,-0.860096,-0.206684,0.190696,-0.897362,-0.898593
-0.472760,-0.488703,-0.191733,0.046292,-0.455032,-0.190975,0.147562,0.366724,-0.142453
0.605819,-0.010523,-0.475849,-0.359650,0.274969,0.193578,0.225632,-0.629635,-0.804122
-0.216996,0.472786,0.966608,0.311167,0.513504,0.366105,0.280610,-0.720878,-0.333929
0.566332,-0.286865,0.683811,-0.887379,-0.235442,-0.394819,-0.990535,-0.293736,0.897384
0.569439,0.854461,-0.908531,-0.265102,-0.108227,0.408661,-0.562958,-0.560708,-0.793728
-0.073232,0.938122,0.384327,0.808741,-0.763479,0.697518,-0.590138,0.303291,0.534227
-0.849891,0.629044,-0.721480,0.571644,-0.160298,-0.211971,-0.963439,-0.698908,0.928382
0.434932,-0.714250,0.329891,-0.084845,-0.624452,-0.571613,-0.215593,-0.729181,-0.808194
-0.352531,-0.439538,0.472017,0.856555,-0.570674,0.159454,-0.691409,-0.574341,-0.981171
-0.094780,0.983804,-0.300592,0.669503,0.502441,0.692445,0.875395,0.407139,0.183013
