-0.043073,0.443751,-0.464748,0.132204,0.966649,0.040784,0.404152,0.423287,0.814528
-0.620057,0.273521,-0.901331,0.097865,-0.048494,-0.422558,0.360767,-0.385987,0.813760
-0.856199,0.465255,-0.642979,-0.733153,-0.453320,0.975747,-0.531990,0.045713,0.849728
-0.328059,0.619801,-0.780622,-0.964405,-0.378927,0.315868,0.096413,0.709837,0.857344
0.427335,0.700897,-0.594224,-0.236879,0.814470,0.062594,-0.096190,0.894342,0.837280
-0.670971,-0.110183,-0.910312,-0.432524,-0.167892,0.869133,-0.657716,-0.384368,0.841408
0.264444,0.982581,0.016907,0.637431,-0.199007,0.271674,-0.985668,0.597807,0.845216
-0.488378,-0.636190,0.636082,-0.466956,0.053823,0.736435,0.979048,0.807500,0.766608
0.012625,0.672327,-0.717454,0.357775,0.760327,-0.380953,-0.196428,0.140297,0.812576
-0.402353,-0.499815,0.319251,0.866677,-0.263636,0.546518,-0.723041,-0.013313,0.862656
-0.262354,-0.770912,0.839891,-0.840748,-0.286859,-0.458619,-0.980082,0.238541,0.836448
-0.302656,0.817290,-0.864714,-0.608248,0.195757,0.352369,0.810253,0.285566,0.849440
-0.013377,0.901140,-0.283054,-0.239347,0.734276,0.021788,0.446844,-0.337758,0.859568
-0.485360,-0.309756,0.866402,-0.311977,0.547001,-0.884097,-0.531512,-0.340726,0.485408
-0.326876,-0.179771,-0.906527,-0.726109,-0.490515,-0.224907,-0.864037,0.126461,0.842432
0.084408,-0.525829,0.811680,0.309712,0.662797,0.756273,-0.757494,0.105120,0.797088
-0.195181,-0.392718,0.345832,-0.842920,0.037587,-0.296761,0.158150,-0.363078,0.833280
0.302401,-0.829989,0.972629,0.482967,0.451643,-0.666386,-0.902545,-0.100188,0.711904
-0.161807,-0.348885,-0.465389,0.019725,-0.334393,-0.009369,-0.894775,0.040372,0.843584
-0.655736,-0.754405,-0.488293,-0.194019,-0.686872,0.415234,-0.470068,-0.579199,0.829888
-0.292740,-0.025682,0.411337,-0.977726,-0.303012,-0.627054,-0.790474,-0.296087,0.851040
0.236541,-0.939334,0.172812,-0.484237,0.360786,-0.800887,-0.755619,-0.924741,0.748016
0.483694,0.394522,0.855020,-0.740608,0.300297,-0.567953,0.486440,-0.342024,0.731088
-0.483385,0.428981,0.618223,0.994895,-0.699092,0.706870,0.467219,0.178608,0.869760
0.225487,0.436065,-0.874197,0.519151,0.603881,0.284294,-0.035145,-0.273567,0.858560
-0.767005,-0.224622,0.058396,-0.215572,-0.595040,0.671466,-0.727938,-0.774102,0.854080
0.757523,-0.917004,0.863048,0.863879,0.999139,0.222826,0.193183,-0.259902,0.643808
0.776624,0.179710,-0.898839,0.879551,-0.360573,0.703650,-0.772899,0.395141,0.847584
0.458066,-0.388246,-0.687314,-0.255986,0.664599,-0.468201,0.396630,-0.826234,0.858144
0.899908,0.463950,-0.660178,-0.530790,0.088604,0.495175,0.516012,0.476737,0.857376
-0.286821,-0.985958,0.079346,-0.109004,0.443839,-0.975989,-0.883535,-0.127962,0.260720
-0.842648,-0.140065,0.414443,0.580721,-0.210215,0.083441,-0.277672,0.905102,0.794656
0.618083,0.544424,-0.143178,0.425397,-0.984558,-0.370125,-0.022867,0.874756,0.849376
-0.154616,0.939437,-0.966984,0.870068,-0.821972,0.757437,0.456052,0.815602,0.841600
-0.977897,-0.928426,-0.970125,0.356691,-0.670832,0.516625,-0.211439,-0.117052,0.860672
0.072785,-0.492157,-0.827301,0.940416,0.271594,0.361779,-0.477408,0.296455,0.855872
-0.576951,-0.110212,-0.178895,0.527570,-0.529774,-0.969697,-0.628114,0.077698,0.490912
